account_id,matches,active_days,wins,kills,kills_bots,assists,deaths,pmins,golds,unq_maps,unq_chrs,avg_matches_pd,max_matches_pd,avg_wins_pd,max_wins_pd,lw_match_rate,days_since_last_sign_in,days_since_sign_up,purchase_amt,purchase_freq,has_premium,chat_rate_pm,time_to_first_play,high_spd_internet,resolution,tutorial_progress,dv_churn,dv_purchase_amt
937113,54,8,22,253,2601,319,187,665.82,440187,5,18,6.75,12,2.75,5,0.07,7,43,0.0,0,0,27.83,66.5,1,c,0.27,0,0.0
489602,5,3,3,10,343,14,30,75.73,44552,2,2,1.67,2,1.0,2,0.0,19,44,0.0,0,0,26.69,205.58,1,c,0.55,1,0.0
419431,86,19,54,652,4260,502,457,1184.85,1083404,4,21,4.53,14,2.84,9,0.09,3,48,0.0,0,0,43.66,135.54,1,c,0.68,0,8.4
256971,29,6,7,61,661,302,150,535.92,232851,4,7,4.83,10,1.17,2,0.55,1,38,0.0,0,0,43.19,120.02,0,b,0.75,1,0.0
544590,19,2,5,24,597,159,137,213.92,149471,4,6,9.5,10,2.5,3,0.0,21,43,0.0,0,0,11.18,241.38,0,b,0.23,1,0.0
243651,6,3,4,8,164,32,49,99.97,67870,4,4,2.0,3,1.33,2,0.0,24,40,0.0,0,0,35.92,92.2,1,a,0.46,1,0.0
618182,5,2,3,50,521,35,12,131.57,68774,4,4,2.5,3,1.5,2,0.4,6,39,0.0,0,0,51.92,115.09,1,b,0.56,0,0.0
588499,8,4,5,25,315,120,46,138.73,113217,3,5,2.0,3,1.25,3,0.63,4,33,0.0,0,0,2.79,113.91,1,c,0.69,0,0.0
761338,9,2,3,46,327,31,42,107.82,3684116,2,5,4.5,7,1.5,3,0.0,24,35,0.0,0,0,13.9,152.65,0,a,0.73,0,0.0
894818,122,23,58,433,5247,831,440,1681.62,1343268,4,14,5.3,11,2.52,8,0.12,1,48,3.3,1,0,23.08,129.99,0,b,0.71,0,3.1
691739,25,6,10,144,847,283,175,331.67,270031,4,9,4.17,8,1.67,2,0.0,14,51,0.0,0,0,0.0,253.94,1,d,0.45,1,0.0
250730,7,1,2,3,265,42,63,134.83,86174,2,6,7.0,7,2.0,2,1.0,2,34,3.0,1,0,0.0,186.71,1,b,0.81,1,0.0
503423,1,1,0,5,99,13,17,19.97,16517,1,1,1.0,1,0.0,0,0.0,28,28,0.0,0,0,45.42,165.36,0,c,0.08,1,0.0
977008,21,9,17,109,1561,151,39,327.25,243420,6,6,2.33,4,1.89,4,0.0,13,53,0.0,0,0,45.57,101.3,0,b,0.64,0,0.0
885818,8,4,2,20,387,26,67,139.18,2090924,5,8,2.0,4,0.5,2,1.0,1,33,0.0,0,0,0.0,146.96,0,c,0.14,1,0.0
618636,32,6,20,94,1724,121,124,375.22,527214,6,10,5.33,9,3.33,8,0.16,3,49,0.0,0,0,36.33,140.48,0,b,0.16,1,0.0
262640,1,1,1,4,30,14,8,18.87,12541,1,1,1.0,1,1.0,0,0.0,23,38,0.0,0,0,0.0,138.35,1,b,0.7,1,0.0
346114,1,1,0,1,14,2,8,14.33,9660,1,1,1.0,1,0.0,0,0.0,28,42,2.6,1,0,40.44,127.14,0,b,0.96,0,0.0
913022,8,3,8,8,391,53,52,130.27,88754,8,4,2.67,4,2.67,4,0.0,15,36,0.0,0,0,32.67,191.58,0,c,0.48,1,0.0
886160,21,4,5,32,769,180,101,295.28,181275,4,12,5.25,9,1.25,3,0.0,16,35,0.0,0,1,68.46,110.71,0,b,1.0,0,0.0
854677,41,11,24,186,1911,488,240,600.22,459761,7,14,3.73,7,2.18,5,0.1,4,41,0.0,0,0,53.67,139.7,0,c,0.98,0,0.0
845376,2,1,0,11,169,7,3,32.45,15672,1,1,2.0,2,0.0,0,0.0,23,34,3.0,1,0,36.25,186.92,0,a,0.15,1,0.0
495948,10,2,8,40,252,100,12,90.65,70980,8,7,5.0,9,4.0,8,0.1,4,29,0.0,0,0,10.7,287.3,0,c,0.48,1,0.0
532713,392,24,170,1685,21746,2389,1667,5095.12,3518320,13,45,16.33,54,7.08,22,0.35,1,28,0.0,0,0,55.13,84.09,1,c,1.0,0,0.0
582393,24,4,10,79,839,181,89,352.62,206439,3,4,6.0,10,2.5,3,0.0,20,54,0.0,0,0,20.26,107.17,0,a,0.39,0,0.0
334016,15,3,7,92,564,154,94,180.45,144225,2,2,5.0,8,2.33,4,0.0,25,36,3.0,1,0,0.0,135.16,1,c,0.86,1,0.0
187245,286,26,107,1454,14099,1417,1302,4192.92,6041533,8,65,11.0,23,4.12,10,0.18,2,33,62.6,5,1,41.33,88.47,0,d,0.91,0,28.9
167085,2,1,1,6,44,6,1,18.53,15538,2,1,2.0,2,1.0,1,0.0,20,30,0.0,0,0,20.45,135.77,0,a,0.76,1,0.0
866862,5,1,4,15,224,67,30,64.07,48393,2,2,5.0,5,4.0,3,0.0,21,37,0.0,0,0,57.2,167.47,1,b,0.88,1,0.0
296672,1,1,0,0,3,0,1,18.57,11447,1,1,1.0,1,0.0,0,0.0,27,49,0.0,0,0,41.3,196.78,1,c,0.47,1,0.0
386818,2,2,0,15,195,12,4,40.23,22186,2,2,1.0,1,0.0,0,0.5,2,52,0.0,0,0,14.32,87.88,1,c,0.34,0,0.0
710123,8,3,5,23,294,56,27,97.57,73478,3,4,2.67,5,1.67,2,0.0,13,52,0.0,0,0,40.97,171.91,0,b,0.43,1,0.0
774837,187,20,70,741,6859,1730,1143,2893.83,1845354,11,62,9.35,21,3.5,9,0.21,2,50,4.3,3,1,47.06,105.56,1,b,0.53,0,1.1
998168,120,19,46,360,7074,648,692,1756.07,1095825,9,31,6.32,19,2.42,7,0.53,1,50,0.0,0,0,78.04,97.41,0,c,1.0,0,2.5
853853,58,9,24,205,2669,357,344,917.22,1802089,9,8,6.44,12,2.67,5,0.0,11,40,0.0,0,0,43.17,210.42,1,c,0.9,1,0.0
792562,10,2,6,71,254,82,27,110.47,84766,7,5,5.0,7,3.0,6,0.0,16,33,0.0,0,0,0.0,187.14,0,c,0.37,1,0.0
982248,5,2,0,1,34,9,9,22.63,14357,1,2,2.5,3,0.0,0,0.0,27,41,2.9,1,0,73.74,191.13,1,c,0.5,1,0.0
842383,1,1,1,3,25,4,14,16.25,11962,1,1,1.0,1,1.0,0,0.0,17,43,0.0,0,1,59.63,75.37,0,a,0.45,0,0.0
949632,2,1,2,4,72,10,6,28.8,11163,2,2,2.0,2,2.0,1,1.0,1,54,0.0,0,0,32.58,71.92,1,b,0.46,0,0.0
932139,1,1,1,0,8,2,7,4.97,5074,1,1,1.0,1,1.0,0,0.0,21,42,3.3,1,0,73.07,52.64,0,c,0.79,1,0.0
499974,9,2,7,61,117,45,22,74.97,62267,8,2,4.5,5,3.5,4,1.0,3,32,0.0,0,0,46.27,141.91,1,c,1.0,0,0.0
821940,37,7,22,238,1526,331,177,529.85,498960,9,5,5.29,16,3.14,10,0.22,2,30,0.0,0,0,66.36,186.77,1,b,1.0,1,0.0
861439,37,12,13,123,2619,349,218,463.62,341737,5,8,3.08,7,1.08,5,0.27,1,42,0.0,0,0,38.48,88.1,0,b,0.49,0,0.0
946290,137,9,83,546,8147,660,407,1777.75,1179990,6,25,15.22,24,9.22,14,0.28,1,40,17.0,1,0,39.6,81.09,0,a,0.87,0,0.0
810596,13,4,6,104,990,81,31,234.55,117846,1,8,3.25,6,1.5,4,0.0,10,30,2.8,1,0,28.81,216.91,0,b,0.35,1,0.0
544287,1,1,0,2,51,6,15,14.03,10162,1,1,1.0,1,0.0,0,0.0,23,45,0.0,0,0,47.23,265.77,0,d,0.22,1,0.0
838775,1,1,1,3,77,15,6,14.2,12970,1,1,1.0,1,1.0,1,0.0,27,31,0.0,0,0,28.6,173.38,0,c,0.19,1,0.0
140536,18,4,7,50,97,126,85,159.23,225336,3,11,4.5,6,1.75,3,0.0,13,33,0.0,0,0,35.64,137.38,0,c,0.57,1,0.0
729175,1,1,0,32,166,7,10,33.33,18495,1,1,1.0,1,0.0,0,0.0,9,47,0.0,0,0,53.0,223.37,0,c,0.93,1,0.0
576826,105,22,44,505,4901,888,508,1572.22,1067836,11,25,4.77,15,2.0,10,0.29,2,34,0.0,0,0,11.06,62.31,0,b,0.94,0,0.0
204041,1,1,0,12,105,12,1,14.12,12223,1,1,1.0,1,0.0,0,0.0,20,39,0.0,0,0,76.15,129.94,0,c,0.53,1,0.0
466935,4,1,3,23,150,16,8,31.02,29841,4,2,4.0,4,3.0,3,0.0,12,44,0.0,0,0,54.34,98.22,0,b,0.53,1,0.0
120036,66,10,52,392,1123,710,242,772.05,615900,6,19,6.6,16,5.2,11,0.0,8,28,0.0,0,0,39.54,258.87,1,c,0.88,1,0.0
330038,37,8,14,169,1754,372,142,556.8,414699,4,15,4.63,14,1.75,3,0.0,19,36,0.0,0,0,0.0,289.97,0,a,0.54,1,0.0
620039,1,1,1,5,48,10,14,11.28,10502,1,1,1.0,1,1.0,0,0.0,28,28,3.3,1,0,35.01,145.97,1,c,0.9,1,0.0
718662,24,6,16,55,451,155,68,261.77,182554,9,10,4.0,10,2.67,4,0.0,16,33,0.0,0,0,37.99,140.3,0,c,0.46,1,0.0
207807,21,3,10,61,1033,232,146,300.53,222614,5,12,7.0,11,3.33,4,0.0,9,51,0.0,0,0,39.05,170.6,1,c,0.35,1,0.0
313959,16,5,5,29,185,99,61,120.55,93185,2,7,3.2,8,1.0,3,0.0,12,28,0.0,0,0,47.07,91.16,1,c,0.63,0,0.0
872262,558,27,200,1592,35363,5191,2851,7670.68,5398976,11,42,20.67,60,7.41,25,0.24,1,29,4.0,3,0,35.88,95.22,0,c,0.54,0,3.3
785887,5,3,4,25,125,33,13,55.27,43800,5,3,1.67,2,1.33,2,0.0,22,29,0.0,0,0,63.62,196.96,0,b,0.71,1,0.0
172507,2,1,1,15,220,25,13,55.72,30900,2,2,2.0,2,1.0,1,0.0,28,37,0.0,0,0,9.18,191.74,0,b,0.57,1,0.0
711686,4,1,2,20,132,12,10,37.33,33635,3,3,4.0,4,2.0,2,0.0,8,53,0.0,0,0,34.69,224.82,0,c,0.52,1,0.0
585171,17,8,3,42,922,117,69,171.5,132326,2,4,2.13,5,0.38,1,0.0,20,43,0.0,0,0,34.69,128.51,0,b,0.48,1,0.0
354427,10,3,8,57,503,130,21,101.0,87954,5,5,3.33,6,2.67,6,0.0,22,29,3.1,1,0,36.72,121.39,0,c,0.67,1,0.0
940244,6,2,4,34,337,69,29,86.8,71403,2,4,3.0,5,2.0,1,0.83,1,50,0.0,0,0,0.0,72.74,0,c,0.78,1,0.0
898189,48,4,23,408,3468,482,273,740.42,561724,4,10,12.0,15,5.75,8,1.0,1,54,0.0,0,0,25.16,109.3,0,b,1.0,0,0.0
177915,43,11,34,357,2567,300,88,614.28,526297,7,5,3.91,10,3.09,10,0.0,17,35,0.0,0,0,43.92,136.98,1,c,0.88,0,0.0
357764,42,7,14,155,1484,346,183,520.87,488977,4,23,6.0,13,2.0,4,0.0,19,53,0.0,0,0,23.24,185.86,0,b,0.4,1,0.0
751264,2,1,1,3,25,0,9,24.22,9419,2,2,2.0,2,1.0,1,0.0,9,55,3.1,1,0,58.96,214.88,0,b,0.24,1,0.0
956861,1,1,1,3,20,2,1,5.92,4082,1,1,1.0,1,1.0,1,0.0,27,28,0.0,0,0,28.97,182.39,0,b,1.0,1,0.0
304397,34,5,12,149,1301,207,136,400.48,305416,7,12,6.8,13,2.4,5,0.0,20,42,0.0,0,0,0.0,128.03,1,c,0.47,1,0.0
497120,3,1,2,24,80,51,9,34.57,29851,2,3,3.0,3,2.0,2,0.0,17,32,0.0,0,0,49.97,190.58,0,c,0.89,1,0.0
186942,63,18,34,343,1582,760,167,834.85,698099,4,20,3.5,6,1.89,4,0.13,5,53,0.0,0,0,4.57,113.41,0,c,0.24,0,0.0
750676,185,18,82,1500,10266,1761,203,2597.25,2085339,6,24,10.28,23,4.56,11,0.12,2,33,2.9,1,0,31.75,80.72,1,c,0.47,0,7.5
286486,118,21,50,575,6009,1446,352,1528.88,1229602,5,3,5.62,16,2.38,8,0.1,2,50,0.0,0,0,86.49,97.91,1,a,0.9,0,5.7
463763,139,19,67,806,9422,1153,574,1778.87,1755513,9,38,7.32,14,3.53,9,0.21,1,35,2.8,1,0,71.97,129.62,0,d,0.83,0,6.7
666122,166,26,96,1090,11954,1401,871,2406.3,1639959,9,26,6.38,18,3.69,9,0.28,2,52,0.0,0,0,52.92,113.67,0,b,0.37,0,0.0
648171,8,1,5,18,197,17,24,64.88,46683,6,4,8.0,8,5.0,4,0.0,28,28,0.0,0,0,62.14,179.97,0,c,0.63,1,0.0
178186,6,2,6,26,74,80,32,65.12,53423,4,6,3.0,4,3.0,3,0.0,23,28,0.0,0,0,40.84,157.98,0,c,0.54,1,0.0
515949,1,1,1,10,16,8,3,16.78,11881,1,1,1.0,1,1.0,1,1.0,1,51,0.0,0,0,46.11,150.82,0,b,1.0,1,0.0
827906,539,27,223,2410,21381,3969,2603,7536.07,6864831,9,29,19.96,37,8.26,24,0.23,1,39,0.0,0,0,48.75,91.04,1,b,0.75,0,0.0
643853,13,5,10,52,402,129,41,183.43,136190,4,1,2.6,4,2.0,2,0.0,16,50,0.0,0,0,75.24,59.17,0,a,0.64,0,0.0
548108,102,19,28,329,6242,313,278,1142.43,686430,8,14,5.37,31,1.47,7,0.45,1,41,0.0,0,0,33.74,80.18,1,b,0.87,0,0.0
881246,43,5,20,205,1890,590,307,553.93,420521,3,13,8.6,16,4.0,6,0.09,4,50,0.0,0,0,77.34,114.03,0,c,0.66,1,0.0
817077,72,17,17,116,2131,327,493,1072.65,8131087,8,18,4.24,8,1.0,3,0.11,2,33,0.0,0,0,58.06,186.56,1,b,0.48,1,0.0
413424,3,2,1,1,133,26,16,52.47,36572,2,1,1.5,2,0.5,1,0.0,10,53,0.0,0,0,76.78,93.82,1,b,0.48,0,0.0
493980,447,27,168,1764,20291,3326,1926,5537.45,4091947,9,40,16.56,43,6.22,19,0.27,1,51,25.3,3,1,100.99,101.35,0,b,0.82,0,20.6
523715,2,1,0,1,62,10,20,25.87,17530,1,2,2.0,2,0.0,0,0.0,20,52,0.0,0,0,26.81,154.26,0,c,0.4,1,0.0
852816,94,6,38,322,2604,1036,481,1205.47,1009177,9,12,15.67,28,6.33,15,0.0,20,30,2.2,1,0,54.96,198.32,1,c,0.69,1,0.0
238032,2,1,2,7,41,3,4,15.05,13449,2,2,2.0,2,2.0,2,0.0,17,51,0.0,0,0,45.45,176.62,0,b,0.48,1,0.0
598588,1,1,1,3,12,5,1,11.8,8115,1,1,1.0,1,1.0,0,0.0,18,52,0.0,0,0,16.79,160.72,0,c,0.6,1,0.0
223435,248,19,107,1159,6415,3706,806,3193.17,2547875,7,25,13.05,45,5.63,22,0.13,1,31,17.4,3,1,36.91,121.61,0,c,0.52,0,10.3
399434,10,6,6,73,610,74,19,100.28,88731,7,2,1.67,4,1.0,2,0.0,9,31,0.0,0,0,14.36,160.56,1,b,0.43,0,0.0
143192,22,5,12,77,420,224,110,299.92,213367,6,8,4.4,7,2.4,4,0.32,7,46,0.0,0,0,22.37,161.49,1,c,0.65,1,0.0
413177,7,2,4,47,110,116,35,78.73,68937,3,4,3.5,4,2.0,3,0.0,24,30,0.0,0,0,29.24,146.59,1,c,0.4,0,0.0
542396,65,5,27,229,2821,683,471,905.28,683791,3,4,13.0,36,5.4,17,0.0,24,32,3.2,1,0,39.07,247.67,0,a,0.27,1,0.0
631508,63,7,30,625,4493,579,286,994.27,846771,5,3,9.0,13,4.29,9,0.0,16,45,0.0,0,0,56.8,203.58,0,b,0.9,1,0.0
767947,6,1,5,38,436,54,32,91.78,80638,2,6,6.0,6,5.0,5,1.0,1,33,0.0,0,0,13.52,99.94,0,c,0.79,0,0.0
556514,364,27,140,1219,20672,2116,1239,3978.57,4456185,8,38,13.48,52,5.19,25,0.35,1,31,3.3,1,0,55.67,105.13,1,c,0.94,0,4.6
786393,5,1,4,52,287,49,24,68.77,58220,3,4,5.0,5,4.0,3,0.0,16,49,0.0,0,0,60.6,120.4,1,c,0.59,0,0.0
889690,12,5,6,39,468,120,45,158.52,118729,3,2,2.4,5,1.2,3,0.25,1,29,0.0,0,0,92.43,92.41,1,b,0.73,0,0.0
117176,4,1,4,31,131,24,7,36.27,34289,4,4,4.0,4,4.0,4,0.0,14,35,2.9,1,0,39.13,128.38,1,b,0.68,1,0.0
153402,64,11,31,438,3092,499,305,968.4,796836,5,26,5.82,14,2.82,6,0.0,8,48,3.0,1,0,53.05,139.63,0,b,0.51,0,6.4
724690,6,2,4,24,316,41,19,74.1,60134,5,3,3.0,4,2.0,4,0.0,16,29,0.0,0,0,16.0,240.26,0,c,0.49,1,0.0
877973,2,1,2,6,167,18,15,37.52,27617,1,2,2.0,2,2.0,2,0.0,20,51,3.0,1,0,65.29,135.26,1,b,0.96,0,0.0
838878,1,1,1,0,3,7,4,7.93,6265,1,1,1.0,1,1.0,1,0.0,24,55,0.0,0,0,48.44,136.74,1,c,0.57,1,0.0
931759,10,3,1,17,224,40,64,113.17,78498,3,6,3.33,5,0.33,0,0.0,25,33,0.0,0,0,23.67,186.75,0,b,0.88,1,0.0
951194,35,17,12,63,932,130,213,486.42,331178,7,7,2.06,5,0.71,3,0.23,2,29,3.1,1,0,48.31,136.39,0,c,0.66,0,0.0
456177,15,3,4,61,666,153,97,219.78,142846,2,10,5.0,9,1.33,3,0.0,17,34,0.0,0,0,20.14,68.59,1,b,0.6,0,0.0
340354,3,1,0,2,10,13,6,14.53,10433,1,1,3.0,3,0.0,0,0.0,10,46,0.0,0,0,78.04,160.96,0,c,0.4,1,0.0
141656,2,1,1,15,229,9,12,43.93,22488,1,1,2.0,2,1.0,1,0.0,28,32,0.0,0,0,20.76,223.54,1,c,0.57,1,0.0
453580,154,18,60,527,6414,1011,793,2143.95,1690646,12,26,8.56,26,3.33,11,0.38,1,30,16.1,1,1,15.24,101.8,1,c,0.86,0,3.4
743036,128,22,63,420,4638,1077,578,1816.37,1264230,11,17,5.82,15,2.86,8,0.41,1,46,0.0,0,0,72.59,60.77,1,c,0.42,0,7.3
203665,20,4,15,164,728,303,114,236.0,272513,4,7,5.0,9,3.75,9,0.1,1,50,0.0,0,0,52.15,127.28,1,b,0.62,0,0.0
999888,26,3,16,367,3941,245,100,568.8,421298,4,19,8.67,11,5.33,6,0.0,13,37,0.0,0,0,53.51,271.22,1,c,0.32,1,0.0
945536,19,7,9,80,568,323,103,288.9,307388,3,12,2.71,6,1.29,3,0.0,8,53,0.0,0,0,28.89,304.55,0,c,0.28,1,0.0
345206,4,1,2,7,90,30,9,31.95,17903,2,3,4.0,4,2.0,2,1.0,2,49,0.0,0,1,59.08,268.46,1,c,0.69,1,0.0
185531,2,1,1,7,86,14,9,35.67,27441,1,1,2.0,2,1.0,0,0.0,18,47,0.0,0,0,1.66,177.97,1,c,0.5,1,0.0
556945,5,1,4,38,171,30,8,44.95,45612,5,3,5.0,5,4.0,4,0.0,18,38,0.0,0,0,0.1,140.45,1,a,0.66,1,0.0
646224,50,11,45,1261,4704,327,166,943.1,1024317,5,34,4.55,10,4.09,9,0.0,16,49,94.9,3,1,7.39,55.39,0,b,0.82,0,60.0
382105,53,7,20,326,1481,325,339,695.28,599357,9,14,7.57,19,2.86,6,0.0,10,43,3.1,1,0,0.0,182.35,0,c,0.81,1,0.0
556392,76,19,19,154,2582,503,282,987.0,816958,4,8,4.0,8,1.0,2,0.46,1,33,0.0,0,0,38.84,81.55,1,a,0.95,0,7.7
582134,19,5,10,73,284,182,128,239.08,180745,2,7,3.8,6,2.0,3,0.32,1,36,0.0,0,0,25.69,59.13,1,b,0.85,0,0.0
806957,23,2,14,106,652,304,54,302.35,237629,3,6,11.5,13,7.0,10,0.0,26,30,2.9,1,0,7.0,130.96,0,c,0.81,1,0.0
953386,24,6,11,105,794,95,108,253.52,217538,3,6,4.0,7,1.83,3,0.33,2,50,0.0,0,0,63.06,128.25,0,a,0.84,0,0.0
767115,94,19,47,740,6188,708,322,1529.92,1128984,14,23,4.95,13,2.47,7,0.29,1,39,0.0,0,0,35.67,67.03,0,d,0.84,0,0.0
358896,40,5,21,71,709,193,165,478.43,284483,14,11,8.0,24,4.2,13,0.15,3,54,0.0,0,0,0.0,147.19,0,b,1.0,1,0.0
930773,11,4,6,83,515,20,29,130.25,117247,1,5,2.75,5,1.5,4,0.64,1,34,0.0,0,0,21.45,100.44,1,c,0.56,0,0.0
236747,23,10,11,128,1133,249,93,236.97,201867,1,1,2.3,6,1.1,3,0.17,2,49,0.0,0,0,47.39,107.5,1,c,0.38,0,0.0
170889,9,2,6,52,336,67,34,128.07999999999998,76298,7,5,4.5,6,3.0,6,1.0,1,33,0.0,0,0,6.52,200.31,0,a,0.31,1,0.0
284852,2,1,1,12,107,25,13,37.07,28429,2,1,2.0,2,1.0,1,0.0,20,48,0.0,0,0,31.35,152.87,1,a,0.27,1,0.0
454335,4,2,4,2,116,36,32,71.82,47810,2,3,2.0,3,2.0,2,0.0,21,35,3.2,1,0,25.11,85.21,0,b,0.78,0,0.0
454868,259,21,106,1181,10790,1683,587,3111.88,2453066,13,31,12.33,23,5.05,11,0.1,1,30,3.0,1,0,39.97,104.37,0,c,0.13,0,0.0
273308,34,3,9,84,2030,309,190,477.67,351313,2,5,11.33,16,3.0,3,0.0,25,55,0.0,0,0,44.02,85.34,1,c,0.39,0,0.0
567421,2,1,1,23,23,14,5,38.72,27970,2,1,2.0,2,1.0,1,0.0,9,50,0.0,0,0,15.54,183.68,1,c,0.67,1,0.0
374459,2,1,1,13,89,5,4,17.33,18106,2,1,2.0,2,1.0,0,0.0,8,41,0.0,0,0,24.11,105.25,0,d,0.88,0,0.0
179660,33,5,26,248,1864,179,32,325.52,274630,4,16,6.6,10,5.2,9,0.0,21,29,0.0,0,0,37.2,202.45,1,b,0.85,1,0.0
859408,2,2,2,3,71,7,2,22.1,15044,2,2,1.0,1,1.0,1,0.5,1,37,0.0,0,0,73.54,168.42,1,d,0.52,1,0.0
516000,20,8,7,146,412,177,156,247.08,208850,2,3,2.5,10,0.88,5,0.05,1,33,0.0,0,0,22.23,134.07,0,c,0.56,1,0.0
984465,100,15,42,478,5186,628,306,1311.75,1042729,11,26,6.67,24,2.8,8,0.0,10,32,0.0,0,0,8.55,192.74,0,a,0.94,1,0.0
363227,72,11,30,266,4336,619,400,1085.77,998957,6,16,6.55,12,2.73,6,0.21,6,54,0.0,0,0,21.08,83.38,0,b,0.66,0,0.0
562082,12,2,8,72,514,120,59,137.25,116455,7,8,6.0,8,4.0,4,1.0,2,36,0.0,0,0,29.63,141.63,0,b,0.74,0,0.0
347733,49,19,15,300,1166,443,353,577.52,477170,3,5,2.58,6,0.79,3,0.29,1,35,0.0,0,0,42.96,124.35,1,b,0.4,0,0.0
200076,6,2,2,24,108,27,35,71.83,52917,2,3,3.0,5,1.0,2,0.0,25,51,0.0,0,0,44.75,125.67,0,c,0.47,1,0.0
241933,82,18,31,141,3048,235,502,1558.55,606539,7,15,4.56,13,1.72,5,0.22,1,29,0.0,0,0,79.97,84.94,1,c,1.0,0,0.0
199475,13,2,0,11,222,76,89,142.13,97167,4,7,6.5,9,0.0,0,0.0,9,31,0.0,0,0,23.67,67.0,1,c,0.9,0,0.0
853173,130,19,58,624,9782,471,283,1871.15,1022462,4,26,6.84,25,3.05,8,0.57,1,33,0.0,0,0,35.9,80.98,1,c,0.93,0,3.2
460829,22,4,9,162,1021,171,61,306.27,262259,5,4,5.5,8,2.25,4,0.0,24,30,0.0,0,0,0.0,199.81,1,c,0.32,1,0.0
549361,352,26,135,1419,16799,1963,1555,5571.82,4539147,11,41,13.54,28,5.19,13,0.29,1,52,0.0,0,0,13.93,72.75,1,d,0.89,0,0.0
818756,12,2,3,23,372,55,44,105.9,64950,5,5,6.0,6,1.5,3,0.0,23,43,0.0,0,0,45.27,175.13,0,c,0.68,1,0.0
172683,5,1,4,45,208,24,18,50.83,47619,5,4,5.0,5,4.0,4,1.0,3,53,0.0,0,0,44.61,180.45,0,b,1.0,1,0.0
483568,35,9,17,101,1181,505,65,407.33,316028,6,10,3.89,8,1.89,4,0.31,4,48,21.5,1,1,32.74,195.76,0,c,0.51,1,0.0
897407,43,9,18,250,1963,468,304,517.92,428522,2,3,4.78,14,2.0,6,0.0,11,34,0.0,0,0,35.15,61.62,1,d,0.66,0,0.0
575488,22,2,10,33,746,125,76,241.07,149962,7,4,11.0,15,5.0,5,1.0,1,41,0.0,0,0,72.72,89.68,1,d,0.65,0,0.0
823006,41,6,1,1,0,0,0,837.75,213711,1,3,6.83,12,0.17,0,0.0,18,32,0.0,0,0,0.0,171.77,0,c,0.24,1,0.0
634259,12,5,2,19,910,71,54,145.72,4105095,4,4,2.4,4,0.4,1,0.0,9,41,2.7,1,0,40.83,248.18,1,c,0.57,1,0.0
870380,22,8,8,17,698,158,69,299.23,184726,5,12,2.75,6,1.0,3,0.0,11,43,0.0,0,0,90.58,121.79,1,c,0.89,1,0.0
107575,70,8,28,276,2705,638,232,722.27,529086,12,16,8.75,17,3.5,9,0.37,4,35,0.0,0,0,35.77,113.69,0,b,0.72,0,0.0
309120,1,1,0,7,35,10,11,13.1,10149,1,1,1.0,1,0.0,0,0.0,14,31,3.1,1,0,42.4,173.29,1,c,0.48,1,0.0
145257,58,10,19,416,4910,243,122,864.85,489516,3,21,5.8,13,1.9,6,0.0,18,37,0.0,0,1,0.0,93.77,0,d,0.71,0,0.0
264078,113,26,42,546,2706,1093,621,1385.1,952141,6,7,4.35,11,1.62,7,0.39,1,39,0.0,0,0,26.91,51.22,0,c,0.99,0,5.9
321319,3,1,3,13,117,7,7,28.05,25221,3,2,3.0,3,3.0,3,0.0,14,42,2.9,1,0,25.49,119.31,0,b,0.69,1,0.0
698053,5,2,5,32,139,35,11,52.85,42303,5,3,2.5,4,2.5,4,0.0,27,40,0.0,0,0,34.88,262.61,0,c,0.63,1,0.0
185602,1,1,0,2,15,0,0,6.65,3883,1,1,1.0,1,0.0,0,0.0,23,36,0.0,0,0,1.11,121.83,0,b,0.59,1,0.0
983715,3,2,1,20,124,5,4,52.47,20331,2,2,1.5,2,0.5,1,0.0,26,30,0.0,0,0,64.45,133.09,0,c,0.56,1,0.0
406241,95,19,32,499,6764,329,489,1613.48,750120,5,22,5.0,16,1.68,8,0.39,1,48,26.5,1,1,2.39,107.51,1,b,0.62,0,85.7
742091,39,4,16,176,2189,340,92,435.38,353686,2,9,9.75,23,4.0,10,0.0,13,30,0.0,0,0,47.05,92.85,0,c,1.0,0,0.0
544181,1,1,0,3,32,0,1,7.77,6982,1,1,1.0,1,0.0,0,0.0,26,53,0.0,0,0,67.04,287.1,1,c,0.77,1,0.0
665978,19,6,11,184,419,234,41,196.65,174848,3,4,3.17,4,1.83,2,0.21,5,55,0.0,0,0,71.33,120.39,0,c,1.0,0,0.0
734695,18,4,18,30,687,174,64,244.95,177289,8,6,4.5,8,4.5,8,0.0,8,36,0.0,0,0,57.04,111.08,1,c,0.61,0,0.0
218214,34,10,17,337,1759,455,132,458.38,415418,1,12,3.4,7,1.7,4,0.18,6,37,0.0,0,0,0.0,84.72,0,c,0.85,0,0.0
995308,7,3,3,37,264,105,52,115.68,90015,1,5,2.33,3,1.0,2,0.57,6,50,0.0,0,0,37.19,68.11,0,c,0.77,0,0.0
428968,30,5,5,120,1645,117,146,407.87,195587,4,12,6.0,11,1.0,3,0.77,1,43,0.0,0,0,48.34,92.47,1,d,0.0,1,0.0
485155,20,5,4,5,1145,19,24,209.77,22786,2,4,4.0,7,0.8,2,0.9,1,47,0.0,0,0,37.66,105.12,0,b,0.97,0,0.0
