account_id,matches,active_days,wins,kills,kills_bots,assists,deaths,pmins,golds,unq_maps,unq_chrs,avg_matches_pd,max_matches_pd,avg_wins_pd,max_wins_pd,lw_match_rate,days_since_last_sign_in,days_since_sign_up,purchase_amt,purchase_freq,has_premium,chat_rate_pm,time_to_first_play,high_spd_internet,resolution,tutorial_progress,dv_churn,dv_purchase_amt
447597,19,2,4,57,916,91,88,302.35,172295,6,5,9.5,10,2.0,4,0.0,27,44,0.0,0,0,97.48,211.26,0,c,0.92,1,0.0
483469,1,1,0,2,19,0,0,5.77,4154,1,1,1.0,1,0.0,0,1.0,3,52,0.0,0,0,30.39,179.99,0,c,1.0,1,0.0
173364,1,1,1,0,23,12,3,11.75,8858,1,1,1.0,1,1.0,1,0.0,25,40,0.0,0,0,63.91,114.36,1,c,0.3,1,0.0
986246,7,2,6,14,231,59,29,96.63,62745,7,3,3.5,5,3.0,5,0.0,20,39,0.0,0,0,0.0,202.4,1,c,0.39,1,0.0
340049,8,4,2,16,147,41,31,67.55,44156,2,4,2.0,3,0.5,1,0.0,14,36,0.0,0,0,15.28,68.88,1,c,1.0,0,0.0
970337,48,9,21,272,4159,214,142,650.63,403662,6,18,5.33,19,2.33,4,0.46,4,47,0.0,0,0,0.0,106.83,0,c,0.42,1,0.0
977175,18,4,8,121,621,155,115,237.05,183556,5,9,4.5,7,2.0,4,0.0,18,37,0.0,0,0,29.19,197.6,0,c,0.24,1,0.0
180271,46,18,34,34,847,227,76,788.53,406548,10,18,2.56,6,1.89,5,0.3,2,46,0.0,0,0,72.05,89.95,0,c,0.72,0,0.0
579576,136,16,68,931,6354,1195,530,1966.8,1686036,12,18,8.5,19,4.25,8,0.0,13,28,0.0,0,0,36.54,212.5,1,d,0.81,1,0.0
526163,21,4,9,40,563,126,98,201.08,1105586,7,6,5.25,10,2.25,5,0.05,1,28,0.0,0,0,31.34,194.59,1,b,0.24,1,0.0
852607,59,8,25,283,2263,451,322,808.1,559337,7,18,7.38,21,3.12,8,0.19,2,32,0.0,0,0,35.72,254.95,0,c,0.21,1,0.0
195831,4,2,4,17,253,16,6,37.07,34512,4,1,2.0,3,2.0,3,0.0,19,28,3.2,1,0,23.53,69.07,0,b,0.64,0,0.0
601048,4,2,4,43,149,15,6,35.82,38900,4,2,2.0,3,2.0,3,0.0,21,32,0.0,0,0,62.06,132.12,0,b,0.98,1,0.0
121974,8,2,5,11,161,35,32,81.3,46251,6,8,4.0,5,2.5,5,0.38,5,51,0.0,0,0,14.84,269.75,0,b,0.69,1,0.0
164947,9,1,4,23,305,60,31,76.25,63702,7,4,9.0,9,4.0,4,0.0,27,39,0.0,0,0,49.66,201.34,1,c,0.61,1,0.0
786314,69,12,38,596,3698,779,103,743.8,1680179,4,30,5.75,17,3.17,7,0.32,2,32,3.0,1,0,74.85,102.05,0,b,0.57,0,0.0
935794,247,21,86,440,10187,1223,637,2866.0,1480139,7,18,11.76,39,4.1,18,0.53,1,51,0.0,0,0,66.06,89.76,0,b,0.37,0,0.0
166029,89,15,28,231,3998,332,284,1051.92,614639,5,13,5.93,18,1.87,8,0.3,4,51,0.0,0,0,19.38,170.56,0,a,0.87,0,0.0
288922,2,1,2,2,112,0,1,16.85,15555,1,1,2.0,2,2.0,2,0.0,9,50,0.0,0,0,5.91,198.58,0,b,0.42,1,0.0
570922,25,8,13,123,927,238,68,282.37,220122,6,9,3.13,7,1.62,5,0.04,7,46,0.0,0,0,37.75,95.82,1,c,0.91,0,0.0
117237,12,2,5,44,224,52,40,111.62,86816,6,4,6.0,8,2.5,3,1.0,1,34,0.0,0,0,8.58,109.08,1,c,0.52,0,0.0
639805,4,2,1,37,331,30,16,53.1,48216,2,2,2.0,3,0.5,1,0.0,25,34,0.0,0,0,57.04,114.38,0,c,0.52,1,0.0
905828,43,10,22,272,2019,422,174,582.83,457261,4,15,4.3,9,2.2,4,0.0,14,54,0.0,0,0,28.96,370.83,1,b,0.9,1,0.0
149228,2,1,0,20,65,11,9,18.5,17395,1,1,2.0,2,0.0,0,0.0,14,43,0.0,0,0,92.01,117.46,0,b,0.6,1,0.0
415263,1,1,0,5,35,12,2,18.12,12730,1,1,1.0,1,0.0,0,0.0,25,46,0.0,0,0,15.66,157.9,1,b,0.64,1,0.0
123323,6,1,3,15,234,56,42,85.2,59548,5,4,6.0,6,3.0,3,0.0,28,28,3.1,1,0,31.34,220.39,1,b,0.9,1,0.0
822846,86,19,46,592,2675,1008,362,1172.38,922332,10,18,4.53,13,2.42,6,0.19,3,39,0.0,0,0,10.12,103.96,0,d,0.79,0,6.8
445840,6,2,0,35,173,28,42,87.37,63846,2,4,3.0,4,0.0,0,0.0,27,29,2.8,1,0,57.46,211.83,0,b,0.96,1,0.0
151261,4,1,4,6,104,23,11,66.3,35978,4,2,4.0,4,4.0,3,0.0,22,28,0.0,0,0,95.8,153.33,0,c,0.92,1,0.0
358326,14,3,13,67,198,87,40,192.85,145122,7,10,4.67,7,4.33,7,0.0,14,42,0.0,0,0,50.25,152.54,1,d,0.16,1,0.0
223615,5,2,4,21,175,22,14,46.6,40840,5,4,2.5,4,2.0,4,0.0,23,34,3.1,1,0,30.54,140.72,0,b,1.0,1,0.0
900740,6,1,4,2,86,12,11,46.05,12819,2,5,6.0,6,4.0,4,0.0,23,37,0.0,0,0,32.96,135.6,0,c,0.56,1,0.0
749901,3,1,1,19,99,31,13,28.45,24944,1,2,3.0,3,1.0,1,0.0,24,29,0.0,0,0,36.6,174.97,0,c,0.29,1,0.0
867118,1,1,0,0,39,1,7,52.92,14411,1,1,1.0,1,0.0,0,0.0,11,50,2.7,1,0,61.14,172.1,0,d,0.55,1,0.0
929107,4,1,0,4,117,35,40,47.62,33199,1,3,4.0,4,0.0,0,1.0,3,33,0.0,0,0,24.58,105.99,1,b,0.69,0,0.0
904044,31,6,22,320,1078,503,83,418.52,377098,2,6,5.17,11,3.67,8,0.0,13,28,0.0,0,0,67.43,139.5,0,b,0.52,1,0.0
578845,118,21,40,307,3568,1047,457,1612.52,1407811,8,28,5.62,15,1.9,6,0.17,1,33,12.6,1,1,11.89,145.41,1,b,0.42,0,3.5
131480,1,1,1,2,17,1,0,6.78,4138,1,1,1.0,1,1.0,1,0.0,27,51,0.0,0,0,38.99,139.53,0,d,0.77,1,0.0
685376,13,5,8,46,679,110,83,186.77,138406,6,5,2.6,7,1.6,5,0.0,9,28,0.0,0,0,67.29,203.71,1,a,0.2,1,0.0
440231,88,25,22,219,3118,454,381,1191.7,1896937,7,11,3.52,6,0.88,3,0.31,2,45,45.2,4,0,28.66,73.58,1,b,0.66,0,55.6
237062,4,1,4,17,111,20,12,40.3,33280,4,2,4.0,4,4.0,4,0.0,14,36,0.0,0,0,76.82,138.34,1,b,1.0,1,0.0
447978,127,22,63,782,7829,998,433,1714.67,1348830,8,24,5.77,14,2.86,10,0.12,1,29,0.0,0,0,20.67,94.56,0,c,0.63,0,8.9
937311,6,1,4,22,215,26,25,67.65,49676,6,2,6.0,6,4.0,4,0.0,23,49,0.0,0,0,33.87,290.69,1,d,0.33,1,0.0
999952,23,5,10,88,1176,94,106,358.83,226410,7,5,4.6,9,2.0,4,0.0,24,29,0.0,0,0,55.36,207.75,0,c,0.0,1,0.0
740579,83,13,39,156,3340,782,248,947.57,684151,6,9,6.38,16,3.0,9,0.04,5,32,0.0,0,0,42.35,26.09,0,c,0.93,1,0.0
248295,3,1,1,4,234,36,34,68.27,45025,3,1,3.0,3,1.0,1,1.0,7,39,0.0,0,0,25.64,180.6,0,c,0.41,1,0.0
493339,7,2,4,26,551,23,21,118.87,57095,2,1,3.5,4,2.0,3,0.0,27,28,0.0,0,0,13.51,109.49,0,c,0.56,1,0.0
528658,2,2,0,8,50,6,12,32.78,25614,1,2,1.0,1,0.0,0,0.0,18,55,3.0,1,0,19.95,135.2,1,b,0.53,1,0.0
563979,342,26,134,1733,26941,1290,1179,5278.3,2541264,6,43,13.15,39,5.15,15,0.27,1,50,40.2,4,0,37.13,49.61,0,c,0.49,0,24.0
156355,21,4,14,113,548,135,90,232.18,182043,11,7,5.25,12,3.5,5,0.0,9,42,0.0,0,0,29.53,121.24,1,c,0.68,1,0.0
310611,7,4,1,0,173,18,45,114.85,41554,1,4,1.75,2,0.25,1,0.29,6,45,2.9,1,0,0.0,113.52,0,c,0.7,1,0.0
440931,8,3,7,39,530,75,27,110.37,84477,7,5,2.67,4,2.33,4,0.0,18,36,0.0,0,0,60.35,207.66,1,c,0.27,1,0.0
842938,7,5,0,0,48,6,13,51.8,30924,2,4,1.4,2,0.0,0,0.0,21,36,0.0,0,0,0.0,185.61,1,a,0.82,1,0.0
172562,6,4,4,36,362,34,34,101.53,72354,3,5,1.5,2,1.0,1,0.0,23,43,0.0,0,0,89.06,90.36,1,c,0.51,0,0.0
299363,90,9,35,295,3432,872,500,1181.38,812345,7,10,10.0,20,3.89,8,0.0,9,32,0.0,0,0,84.12,76.41,1,c,0.34,0,8.8
324254,31,7,11,46,1522,174,211,466.98,227768,5,7,4.43,8,1.57,3,0.0,18,34,0.0,0,0,43.17,151.71,1,c,0.0,1,0.0
179323,3,1,1,6,53,44,17,49.83,31729,3,3,3.0,3,1.0,1,0.0,27,34,0.0,0,0,30.12,142.49,0,c,0.71,1,0.0
562537,31,9,11,59,1059,356,175,375.0,275470,1,7,3.44,7,1.22,3,0.23,2,38,0.0,0,0,0.0,96.19,1,c,0.32,0,0.0
472869,2,1,0,0,56,14,20,22.67,16396,2,2,2.0,2,0.0,0,0.0,23,32,0.0,0,0,12.7,188.16,0,b,0.4,1,0.0
942015,36,8,20,151,1512,329,146,495.27,640527,10,21,4.5,7,2.5,4,0.19,1,35,0.0,0,0,12.41,98.34,0,b,0.91,0,0.0
335592,89,20,33,37,1748,473,398,1019.65,666434,8,14,4.45,11,1.65,5,0.2,1,32,3.1,1,0,31.27,90.03,1,c,0.77,0,0.0
474669,3,1,3,7,53,11,6,30.38,22773,3,2,3.0,3,3.0,3,1.0,1,44,0.0,0,0,26.49,74.54,1,b,0.46,0,0.0
869833,1,1,0,1,16,1,1,7.65,3883,1,1,1.0,1,0.0,0,0.0,23,36,3.2,1,0,2.97,234.96,0,c,0.73,1,0.0
427014,3,2,1,11,97,24,14,48.43,32288,3,1,1.5,2,0.5,1,0.0,21,50,0.0,0,0,69.3,142.88,0,c,1.0,1,0.0
501407,7,1,5,32,146,32,21,70.55,55897,5,4,7.0,7,5.0,4,0.0,17,36,0.0,0,0,19.45,112.37,0,c,0.64,1,0.0
104238,220,17,99,851,11023,1591,997,2969.55,2128922,5,17,12.94,37,5.82,17,0.41,1,36,0.0,0,1,44.0,117.29,0,b,0.37,0,0.0
223173,187,12,93,793,6420,2262,505,2732.32,4040615,10,37,15.58,45,7.75,17,0.0,13,48,0.0,0,0,41.1,96.85,0,d,1.0,0,7.3
161643,14,2,10,103,517,143,59,167.03,131734,6,8,7.0,9,5.0,6,0.0,24,32,0.0,0,0,73.83,210.72,0,b,0.75,1,0.0
426751,36,13,19,243,2314,433,184,471.73,401109,4,11,2.77,6,1.46,4,0.0,9,55,3.3,1,0,0.0,123.37,1,c,1.0,0,0.0
828490,3,2,1,7,170,28,23,50.73,28036,2,2,1.5,2,0.5,1,0.0,15,31,0.0,0,0,45.78,180.91,1,b,0.45,1,0.0
599218,16,3,9,60,501,160,99,158.57,130787,7,7,5.33,8,3.0,6,0.0,18,28,0.0,0,0,41.34,163.12,0,a,0.0,1,0.0
993879,67,8,28,269,4282,649,360,811.43,660998,2,14,8.38,22,3.5,12,0.0,9,46,0.0,0,0,25.81,111.69,1,b,0.81,0,0.0
883907,96,17,64,773,6667,714,266,1338.08,1476028,4,37,5.65,11,3.76,10,0.21,3,36,0.0,0,0,9.57,194.35,1,d,0.0,1,0.0
921747,9,4,7,27,160,57,40,81.22,66201,6,7,2.25,3,1.75,2,0.0,23,29,0.0,0,0,33.81,170.52,0,c,1.0,1,0.0
554951,6,2,3,19,368,51,69,104.52,64518,2,4,3.0,4,1.5,2,0.0,9,48,0.0,0,0,0.0,129.16,0,b,0.14,1,0.0
363489,2,1,1,9,89,23,27,35.93,23761,2,2,2.0,2,1.0,0,0.0,23,35,0.0,0,0,25.62,253.83,0,c,1.0,1,0.0
725259,7,3,6,64,655,32,25,132.12,85519,3,5,2.33,4,2.0,3,0.0,26,44,0.0,0,0,23.18,73.3,0,c,0.7,0,0.0
479646,50,11,26,397,2296,246,109,741.37,590180,3,5,4.55,12,2.36,8,0.04,2,49,0.0,0,0,25.23,115.86,0,b,0.62,0,0.0
422269,4,1,4,15,173,33,7,48.13,39415,4,3,4.0,4,4.0,4,0.0,23,51,0.0,0,0,35.17,163.63,0,c,1.0,1,0.0
206598,95,15,39,335,4779,795,537,1310.17,891433,14,15,6.33,16,2.6,5,0.26,2,31,22.1,1,1,74.43,106.87,0,b,0.77,0,0.0
908676,8,2,8,18,322,68,39,107.05,79225,2,7,4.0,5,4.0,5,0.0,20,46,0.0,0,0,28.94,250.01,1,a,0.49,1,0.0
853781,4,1,4,6,95,39,23,53.38,39200,4,3,4.0,4,4.0,2,0.0,25,32,0.0,0,0,28.55,207.45,0,c,0.43,1,0.0
643583,5,1,3,4,37,2,9,26.13,14507,4,4,5.0,5,3.0,3,0.0,22,29,0.0,0,0,89.86,16.33,0,d,0.96,1,0.0
447329,6,1,2,19,200,116,47,83.08,63529,1,4,6.0,6,2.0,2,0.0,24,50,0.0,0,0,38.11,78.29,0,c,0.92,0,0.0
413203,10,4,7,67,620,108,48,143.77,106326,5,3,2.5,5,1.75,4,0.1,1,31,3.2,1,0,18.58,68.17,1,c,0.67,0,0.0
729408,36,10,22,384,2260,246,77,660.37,445362,8,6,3.6,11,2.2,5,0.03,5,32,0.0,0,0,38.61,154.43,0,d,0.52,1,0.0
438631,28,7,19,228,1065,270,120,339.42,590042,8,18,4.0,8,2.71,6,0.0,13,37,0.0,0,0,16.41,118.11,1,c,0.64,0,0.0
696500,1,1,1,2,45,20,6,16.9,12922,1,1,1.0,1,1.0,1,0.0,15,55,0.0,0,0,45.42,48.69,0,c,0.31,1,0.0
892400,22,1,15,111,925,137,94,313.9,249609,8,12,22.0,22,15.0,14,1.0,1,28,0.0,0,0,36.75,112.76,0,b,0.88,0,0.0
719175,45,17,15,112,1447,368,246,593.9,389373,5,13,2.65,7,0.88,2,0.07,1,43,4.8,1,1,57.7,100.08,1,c,0.57,0,0.0
677980,7,2,4,48,309,35,37,81.13,70672,3,2,3.5,5,2.0,2,0.0,22,33,0.0,0,0,57.83,124.76,1,b,0.64,1,0.0
132077,17,5,8,146,610,173,71,233.28,184166,1,11,3.4,7,1.6,4,0.41,7,38,0.0,0,0,30.84,95.67,0,b,0.65,0,0.0
947663,28,4,17,176,1014,255,196,372.88,283228,10,10,7.0,10,4.25,6,0.0,14,50,0.0,0,0,0.0,120.07,0,a,0.42,1,0.0
298852,93,13,27,232,2863,265,312,926.98,585523,13,15,7.15,21,2.08,6,0.47,2,36,0.0,0,0,47.21,83.46,0,c,0.29,0,0.0
393355,48,7,15,130,2277,315,228,676.63,1956814,6,13,6.86,11,2.14,3,0.35,1,43,0.0,0,0,49.63,101.48,1,b,0.7,0,0.0
324764,61,7,7,221,991,340,316,673.38,632595,3,18,8.71,17,1.0,4,0.0,8,41,0.0,0,1,21.17,108.53,0,c,0.61,0,0.0
985558,30,5,8,138,2261,145,83,369.0,194899,6,6,6.0,10,1.6,3,1.0,1,46,0.0,0,0,80.21,139.66,0,c,0.89,0,0.0
570491,8,5,7,53,351,118,50,115.4,102988,4,2,1.6,3,1.4,3,0.0,10,33,0.0,0,0,38.49,256.46,0,c,0.58,1,0.0
104505,247,20,78,1101,17872,1304,849,2954.1,1882287,7,60,12.35,34,3.9,7,0.39,1,49,39.8,2,1,82.76,96.86,1,c,1.0,0,64.7
245295,2,2,0,5,29,2,7,25.32,17736,1,2,1.0,1,0.0,0,0.0,22,42,12.7,1,1,53.64,146.55,0,c,0.52,0,0.0
766901,4,2,1,1,67,8,9,33.05,22450,2,3,2.0,3,0.5,0,0.0,12,51,0.0,0,0,0.0,87.37,0,c,0.19,1,0.0
655859,51,15,33,445,3652,431,119,720.98,597711,12,14,3.4,11,2.2,7,0.1,1,28,0.0,0,0,6.74,77.77,1,c,0.53,0,0.0
398358,19,4,11,101,841,275,99,295.13,214506,3,5,4.75,10,2.75,7,0.0,25,44,3.3,1,1,19.34,130.14,0,c,0.68,0,9.4
730596,1,1,1,0,22,12,5,15.829999999999998,11453,1,1,1.0,1,1.0,0,0.0,27,36,0.0,0,0,72.69,230.83,0,c,1.0,1,0.0
218209,104,12,44,510,4308,556,444,1483.65,1232256,3,19,8.67,25,3.67,12,0.0,12,53,0.0,0,0,32.3,119.43,0,c,1.0,1,0.0
201569,3,1,1,1,8,15,6,12.53,10433,1,1,3.0,3,1.0,1,0.0,10,46,2.9,1,0,37.42,145.65,1,c,0.73,1,0.0
555322,45,4,13,241,1339,501,365,655.27,501674,3,9,11.25,27,3.25,6,0.0,20,51,2.9,1,0,52.7,86.42,0,b,0.9,0,0.0
667677,13,3,0,32,280,32,87,172.85,127852,1,7,4.33,5,0.0,0,0.0,24,50,0.0,0,0,73.96,48.24,1,b,0.62,1,0.0
329124,2,1,2,8,38,3,2,13.73,13215,2,2,2.0,2,2.0,2,0.0,28,31,0.0,0,0,13.61,76.39,0,c,0.0,1,0.0
323692,101,17,35,245,1890,965,620,1237.8,1997983,7,15,5.94,19,2.06,5,0.23,1,50,0.0,0,0,68.1,91.82,1,b,0.66,0,2.9
208214,64,11,29,263,2323,500,304,726.05,677697,16,11,5.82,12,2.64,6,0.0,16,38,0.0,0,0,79.5,253.72,1,b,0.55,1,0.0
545596,4,2,3,6,97,28,37,64.7,44787,3,4,2.0,2,1.5,2,0.0,16,35,0.0,0,0,23.45,85.29,0,b,0.84,1,0.0
308318,135,20,69,788,5950,1095,509,1785.8,2148100,9,25,6.75,17,3.45,10,0.03,4,43,2.6,1,0,43.71,152.19,0,c,0.84,1,0.0
224115,66,10,33,599,6613,255,161,1042.13,585738,2,6,6.6,18,3.3,8,0.0,9,41,0.0,0,0,11.35,96.7,1,d,0.88,0,0.0
547536,12,2,7,8,143,44,38,143.3,92432,3,4,6.0,8,3.5,3,0.0,21,36,0.0,0,0,0.0,73.03,1,c,0.81,0,0.0
978317,251,25,118,1035,10972,2242,868,3395.55,2636209,7,24,10.04,26,4.72,15,0.25,1,28,0.0,0,0,56.18,71.61,0,d,0.53,0,0.0
736035,19,4,19,110,803,200,77,308.72,257841,2,3,4.75,8,4.75,8,0.0,10,34,24.9,2,0,18.11,173.84,1,a,0.93,1,0.0
669413,12,3,7,56,466,196,89,159.62,129364,3,10,4.0,5,2.33,4,0.0,19,30,3.0,1,0,13.22,183.11,0,a,0.45,1,0.0
766359,8,1,7,105,379,80,12,103.7,94807,3,1,8.0,8,7.0,6,0.0,28,28,2.9,1,0,20.77,192.42,0,a,0.32,1,0.0
268795,15,5,4,21,686,67,132,183.93,126996,6,6,3.0,5,0.8,2,0.0,21,49,0.0,0,0,37.87,137.73,1,c,0.66,1,0.0
499426,60,7,32,352,2777,597,419,708.75,590031,11,15,8.57,23,4.57,12,0.0,18,28,3.0,1,0,2.37,135.3,1,b,0.11,1,0.0
656554,5,2,5,50,207,33,11,52.37,51528,5,5,2.5,4,2.5,4,0.0,24,46,0.0,0,0,55.27,92.51,1,c,0.52,0,0.0
752666,52,5,15,229,1168,325,345,634.18,486186,3,2,10.4,18,3.0,6,0.0,21,29,2.9,1,0,72.31,133.78,0,b,0.24,1,0.0
319511,148,21,74,805,7177,1332,644,1902.18,2632531,8,39,7.05,21,3.52,10,0.1,2,38,2.6,1,0,62.38,113.19,1,c,0.67,0,7.0
245863,1,1,1,1,22,1,0,5.05,4136,1,1,1.0,1,1.0,1,0.0,9,34,0.0,0,0,36.0,160.52,0,c,0.73,1,0.0
203641,1,1,1,0,20,0,1,6.23,4293,1,1,1.0,1,1.0,1,0.0,22,53,0.0,0,0,0.09,241.8,0,d,0.81,1,0.0
955834,16,2,5,48,375,117,74,197.52,130742,7,10,8.0,11,2.5,5,0.31,1,47,0.0,0,0,52.93,237.84,0,b,1.0,1,0.0
963704,1,1,0,0,0,0,0,0.02,0,1,0,1.0,1,0.0,0,0.0,26,54,0.0,0,0,49.11,145.89,0,c,0.0,1,0.0
771942,72,12,21,236,2895,367,288,936.77,667078,8,27,6.0,12,1.75,5,0.03,5,36,26.4,2,1,9.69,127.89,1,a,0.4,0,0.0
963661,35,7,19,57,1421,211,237,552.68,2398031,16,9,5.0,8,2.71,6,0.0,18,34,0.0,0,0,52.38,203.31,1,c,0.86,1,0.0
772467,141,17,68,872,6109,1446,659,1937.07,3199674,4,39,8.29,22,4.0,12,0.32,1,37,0.0,0,0,57.65,94.65,0,d,1.0,0,0.0
662315,53,4,23,238,1839,503,258,688.27,521832,8,13,13.25,19,5.75,7,1.0,1,31,0.0,0,0,55.7,116.08,1,b,0.66,0,0.0
888194,1,1,1,13,33,24,3,15.6,13909,1,1,1.0,1,1.0,1,0.0,23,52,2.9,1,0,67.6,270.34,0,a,0.69,1,0.0
772772,1,1,1,2,22,0,0,4.32,3818,1,1,1.0,1,1.0,1,1.0,3,45,3.0,1,0,34.72,277.72,0,c,0.84,1,0.0
300260,12,7,10,131,280,168,46,154.7,142737,4,6,1.71,4,1.43,2,0.08,7,44,3.0,1,0,18.14,173.11,0,b,0.61,1,0.0
824756,49,7,19,196,2096,513,170,680.68,1546233,5,12,7.0,19,2.71,5,0.22,5,37,0.0,0,0,39.85,117.42,0,c,1.0,1,0.0
638387,7,1,2,35,289,19,33,101.42,78406,3,5,7.0,7,2.0,2,0.0,14,55,0.0,0,0,37.89,109.29,1,c,0.71,0,0.0
954636,12,2,10,41,331,75,55,175.02,115730,9,6,6.0,8,5.0,7,0.0,10,28,3.0,1,0,16.61,252.49,0,c,0.17,1,0.0
271605,3,1,0,17,118,24,12,28.95,24280,1,1,3.0,3,0.0,0,0.0,27,34,0.0,0,0,13.78,250.44,0,c,0.81,1,0.0
686171,97,14,33,446,3503,556,267,1154.38,14809329,11,9,6.93,18,2.36,4,0.26,2,55,0.0,0,0,64.23,83.53,0,b,0.78,0,0.0
483135,8,2,8,77,544,84,15,110.27,90086,7,6,4.0,7,4.0,7,1.0,1,55,0.0,0,0,0.33,133.48,0,c,0.63,1,0.0
991038,25,9,11,192,1371,336,130,359.67,315226,2,8,2.78,9,1.22,3,0.16,1,38,2.8,1,0,27.54,147.12,0,c,0.72,1,0.0
801108,92,22,69,298,4046,572,302,1695.0,1167682,8,15,4.18,11,3.14,8,0.22,2,41,0.0,0,0,29.69,68.97,1,c,0.68,0,0.1
541656,6,4,5,46,493,74,12,83.73,64960,4,1,1.5,3,1.25,3,0.0,8,43,2.8,1,0,28.31,122.59,1,a,0.72,0,0.0
302959,76,7,38,517,6301,493,201,1423.52,748735,7,16,10.86,23,5.43,10,0.0,17,53,0.0,0,0,43.44,130.35,0,b,0.42,1,0.0
480783,80,19,29,452,4071,634,211,1084.38,735241,3,11,4.21,9,1.53,3,0.04,7,41,0.0,0,0,0.0,209.15,1,d,0.95,1,0.0
832368,68,15,61,1253,4198,784,137,851.65,879977,4,12,4.53,17,4.07,14,0.6,1,55,0.0,0,0,16.85,92.96,0,b,0.43,0,3.4
434301,5,2,4,10,152,14,31,76.08,1041712,5,4,2.5,4,2.0,4,0.0,19,36,0.0,0,0,48.69,135.77,0,b,0.49,1,0.0
825893,39,6,22,124,1030,169,176,586.25,382693,9,4,6.5,13,3.67,10,0.0,20,31,0.0,0,0,23.95,140.1,0,c,1.0,0,0.0
878862,3,1,2,3,100,25,20,56.72,21265,1,3,3.0,3,2.0,2,0.0,17,40,0.0,0,0,50.35,261.67,0,b,0.32,1,0.0
523247,2,1,1,5,142,23,11,23.75,18095,2,2,2.0,2,1.0,1,1.0,3,29,0.0,0,0,36.1,129.23,1,c,0.69,1,0.0
328064,3,1,2,8,63,21,13,32.42,26578,2,1,3.0,3,2.0,1,0.0,25,44,0.0,0,0,30.3,106.92,0,d,0.46,1,0.0
107006,30,5,10,95,2599,285,78,396.78,273700,2,1,6.0,11,2.0,5,0.07,5,55,0.0,0,0,0.0,145.29,0,c,0.0,1,0.0
709621,240,26,88,725,10952,1982,959,2783.75,1749695,9,16,9.23,24,3.38,11,0.3,1,35,0.0,0,0,23.22,127.02,1,b,0.56,0,2.2
814937,3,2,3,12,105,34,12,46.37,35695,2,1,1.5,2,1.5,2,0.0,16,52,0.0,0,0,52.83,162.38,1,a,0.63,1,0.0
457313,53,9,32,289,4505,318,139,791.88,468954,4,27,5.89,17,3.56,9,0.02,1,48,16.8,2,1,49.05,92.25,0,a,0.82,0,0.0
540826,103,18,49,1065,6800,1081,517,1249.92,1147590,3,5,5.72,13,2.72,8,0.27,2,40,70.0,4,1,70.8,89.23,0,a,0.53,0,21.0
722976,3,1,2,4,32,25,9,27.88,19364,1,1,3.0,3,2.0,2,0.0,26,49,3.2,1,0,36.58,166.57,0,b,0.65,1,0.0
347276,9,4,6,24,445,23,35,158.92,62010,3,5,2.25,3,1.5,2,0.67,2,43,0.0,0,0,43.43,91.34,0,d,0.18,0,0.0
425680,6,1,5,19,168,78,34,68.15,53386,2,2,6.0,6,5.0,4,0.0,17,49,0.0,0,0,23.34,271.73,0,c,0.73,1,0.0
803498,1,1,0,6,35,22,11,18.83,14540,1,1,1.0,1,0.0,0,0.0,19,32,0.0,0,0,89.03,110.41,0,c,0.56,1,0.0
420025,46,8,20,363,2763,239,136,660.8,510511,11,10,5.75,18,2.5,6,0.41,2,29,0.0,0,0,66.76,64.8,0,c,0.72,0,0.0
414281,1,1,1,2,15,0,0,7.85,4279,1,1,1.0,1,1.0,1,0.0,16,55,2.9,1,0,0.0,165.04,0,c,0.49,1,0.0
468990,1,1,1,3,5,11,1,8.67,7798,1,1,1.0,1,1.0,1,0.0,22,49,2.7,1,0,7.31,129.35,0,a,0.69,1,0.0
876583,3,1,3,14,116,51,17,41.55,37487,2,3,3.0,3,3.0,3,0.0,13,31,0.0,0,0,0.0,294.73,0,a,0.24,1,0.0
288491,5,2,2,14,184,34,30,82.0,34188,3,2,2.5,4,1.0,2,1.0,1,43,0.0,0,0,57.88,223.01,1,d,0.49,1,0.0
315060,43,9,11,227,1455,433,156,511.57,411365,4,11,4.78,13,1.22,5,0.12,1,37,0.0,0,1,44.28,109.35,0,b,1.0,0,0.0
658075,7,3,2,49,107,53,57,79.3,69311,2,4,2.33,4,0.67,1,0.0,24,48,2.8,1,0,6.69,89.4,0,a,0.52,1,0.0
911534,5,3,4,16,270,58,18,68.08,50516,3,4,1.67,3,1.33,2,0.0,15,38,0.0,0,0,32.72,161.74,1,b,0.6,1,0.0
164656,85,14,41,520,3867,481,364,1349.45,806104,14,16,6.07,12,2.93,6,0.29,2,31,2.9,1,0,20.53,107.46,1,b,0.59,0,0.0
487908,12,4,6,36,821,101,42,223.83,146355,4,6,3.0,7,1.5,4,0.0,11,35,0.0,0,0,52.29,92.02,0,b,0.73,0,0.0
983150,310,26,112,1079,16861,3079,1660,4173.65,3166716,3,19,11.92,31,4.31,11,0.31,1,46,0.0,0,0,16.74,115.76,0,b,0.72,0,4.1
123826,3,1,0,0,83,3,8,13.57,10799,2,1,3.0,3,0.0,0,0.0,15,47,0.0,0,0,57.24,147.21,1,b,0.59,0,0.0
351454,2,1,2,7,38,10,6,17.23,13938,2,2,2.0,2,2.0,2,0.0,23,36,0.0,0,0,24.57,214.71,1,c,0.82,1,0.0
308420,3,1,0,18,249,43,5,44.53,36933,1,1,3.0,3,0.0,0,0.0,25,30,0.0,0,1,24.52,92.43,0,b,0.54,0,9.0
